pages_visited,time_spent,scroll_depth,category_match,intent_score,comparison_count,product_views,intent_velocity,reread_score,engagement_depth,hover_rate,max_scroll_depth,category_affinity_strength,clicked
5,498,0.95,1,0.63,3,5,0.14,0.17,0.28,3.5,1.0,0.78,1
5,29,0.44,0,0.36,3,3,0.127,0.58,0.26,6.94,0.56,0.02,0
9,174,0.23,0,0.57,4,1,0.027,0.72,0.86,6.72,0.34,0.11,0
10,34,0.62,0,0.51,0,1,0.279,0.94,0.9,1.74,0.67,0.02,1
3,403,0.21,1,0.52,0,1,-0.023,0.42,0.8,6.18,0.42,0.46,0
3,517,0.29,0,0.3,0,1,0.042,0.7,0.06,2.12,0.51,0.11,0
13,125,0.2,0,0.5,4,3,0.163,0.43,0.8,3.73,0.34,0.04,1
12,277,0.1,0,0.59,3,2,-0.068,0.49,0.89,5.46,0.28,0.02,1
10,394,0.52,0,0.56,0,4,0.016,0.33,0.62,0.02,0.7,0.2,0
13,530,0.37,0,0.5,2,0,0.049,0.4,0.29,5.47,0.64,0.17,1
15,106,0.09,0,0.54,1,4,0.081,0.81,0.61,3.79,0.23,0.09,0
1,136,0.91,1,0.48,0,0,0.165,0.89,0.18,3.8,1.0,0.92,1
6,327,0.64,1,0.5,0,3,0.131,0.55,0.33,6.25,0.71,0.4,1
8,537,0.23,0,0.52,3,2,0.258,0.41,0.54,3.21,0.23,0.15,1
10,597,0.84,1,0.54,3,1,0.087,0.14,0.62,5.79,1.0,0.49,1
5,369,0.34,0,0.6,5,1,0.138,0.91,0.61,3.06,0.35,0.17,1
5,77,0.98,1,0.56,1,1,0.115,0.84,0.71,0.27,1.0,0.89,1
2,88,0.68,0,0.35,2,2,0.062,0.42,0.24,4.32,0.91,0.11,1
1,274,0.27,1,0.45,0,1,0.05,0.19,0.44,3.38,0.47,0.68,1
4,83,0.77,0,0.41,4,3,-0.058,0.18,0.34,4.22,0.85,0.12,0
14,332,0.23,0,0.52,4,5,0.091,0.54,0.51,0.65,0.37,0.1,0
2,112,0.6,0,0.47,2,2,0.078,0.64,0.71,1.55,0.89,0.09,0
6,305,0.35,0,0.53,3,5,0.085,0.4,0.52,5.1,0.44,0.07,0
5,558,0.8,1,0.57,2,5,-0.007,0.17,0.47,2.92,1.0,0.81,1
8,469,0.1,1,0.55,5,2,0.227,0.99,0.16,3.21,0.13,0.68,0
3,466,0.99,0,0.47,0,0,0.123,0.25,0.24,0.82,1.0,0.19,1
11,416,0.65,1,0.62,1,1,-0.004,0.33,0.69,4.31,0.82,0.44,1
2,274,0.6,0,0.57,1,1,0.104,0.93,0.69,4.01,0.8,0.15,0
7,450,0.36,0,0.4,4,3,0.266,0.77,0.03,0.17,0.44,0.19,1
15,176,0.76,1,0.65,0,3,0.124,0.51,0.51,3.25,0.88,0.79,1
2,405,0.97,0,0.36,1,2,0.095,0.41,0.0,6.91,1.0,0.19,1
2,162,0.18,0,0.35,0,1,0.283,0.37,0.46,7.89,0.44,0.01,0
12,408,0.91,0,0.53,2,1,0.142,0.79,0.21,0.2,1.0,0.15,0
2,454,0.49,0,0.41,1,1,0.058,0.54,0.3,4.47,0.77,0.11,0
8,565,0.77,0,0.54,0,1,0.284,0.22,0.86,6.83,1.0,0.12,1
8,298,0.12,1,0.42,5,1,0.081,0.1,0.11,2.24,0.13,0.59,0
9,196,0.92,0,0.73,5,3,0.17,0.88,0.95,1.05,0.98,0.01,1
10,428,0.25,0,0.39,2,5,0.167,0.02,0.14,5.26,0.36,0.16,0
12,361,0.17,1,0.53,2,4,0.046,0.94,0.08,4.58,0.23,0.7,1
10,301,0.97,0,0.56,5,4,0.127,0.26,0.15,7.44,1.0,0.01,0
11,492,0.05,0,0.37,1,5,0.154,0.02,0.29,1.05,0.19,0.16,0
9,501,0.63,0,0.48,0,0,0.259,0.53,0.55,2.51,0.74,0.14,0
12,534,0.41,0,0.49,1,4,-0.078,0.75,0.32,2.13,0.45,0.02,0
8,224,0.62,0,0.55,1,5,0.247,0.64,0.75,6.68,0.66,0.17,0
8,150,0.73,0,0.68,4,5,-0.025,0.56,0.91,5.34,0.83,0.02,0
1,316,0.49,1,0.43,1,0,0.179,0.69,0.45,1.04,0.5,0.55,1
14,319,0.26,0,0.46,5,3,0.205,0.16,0.13,0.47,0.33,0.11,0
11,145,0.9,0,0.5,0,0,0.004,0.95,0.26,3.86,0.97,0.11,0
12,307,0.9,0,0.55,2,5,-0.034,0.21,0.49,6.76,0.93,0.19,0
4,41,0.4,0,0.46,4,0,0.227,0.59,0.8,6.56,0.41,0.12,1
12,546,0.93,0,0.55,3,4,0.017,0.53,0.37,4.17,1.0,0.03,0
7,540,0.38,0,0.48,5,3,0.237,0.89,0.31,1.13,0.48,0.1,0
3,373,0.17,0,0.37,3,2,0.144,0.14,0.19,6.78,0.29,0.08,0
3,200,0.53,0,0.49,2,3,-0.07,0.29,0.75,5.85,0.56,0.13,0
10,230,0.16,0,0.56,2,4,-0.002,0.38,0.97,3.0,0.24,0.18,0
4,483,0.24,0,0.53,3,3,0.16,0.22,0.87,5.74,0.33,0.2,1
15,446,0.99,1,0.8,5,3,0.243,0.91,0.59,0.54,1.0,0.92,1
1,255,0.73,0,0.55,1,0,0.268,0.67,0.68,7.01,0.96,0.17,0
12,209,0.44,0,0.43,0,4,-0.092,0.31,0.32,0.63,0.58,0.19,0
1,510,0.93,0,0.4,0,1,0.218,0.61,0.38,0.84,1.0,0.11,0
12,519,0.47,0,0.61,3,0,0.229,0.73,0.88,4.06,0.51,0.07,0
5,195,0.11,0,0.46,5,0,0.211,0.4,0.77,3.85,0.12,0.07,0
14,420,0.88,0,0.71,5,0,0.142,0.89,0.71,0.67,1.0,0.14,1
12,112,0.08,0,0.39,3,1,-0.05,0.95,0.37,6.65,0.32,0.05,0
14,311,0.53,0,0.72,5,0,0.03,0.71,0.96,1.63,0.7,0.03,0
11,291,0.85,0,0.57,0,0,0.11,0.39,0.89,3.64,0.97,0.01,0
14,219,0.38,0,0.55,2,2,0.045,0.19,0.55,1.78,0.58,0.07,1
15,596,0.6,0,0.51,0,1,0.043,0.85,0.02,2.74,0.66,0.09,0
15,499,0.15,0,0.51,5,3,0.177,0.63,0.27,3.27,0.32,0.04,0
15,244,0.77,0,0.71,5,0,0.211,0.83,0.78,6.55,0.85,0.17,1
9,288,0.36,0,0.52,1,1,-0.035,0.72,0.98,5.49,0.45,0.11,0
14,501,0.17,0,0.53,4,1,0.2,0.73,0.28,7.22,0.22,0.14,0
8,309,0.66,0,0.56,0,4,-0.023,0.42,0.72,2.36,0.68,0.02,0
3,344,0.47,0,0.54,2,2,-0.026,0.23,0.98,2.7,0.69,0.11,0
9,434,0.54,0,0.61,5,5,0.199,0.9,0.17,7.18,0.83,0.01,1
15,461,0.3,0,0.59,4,0,-0.023,0.52,0.49,0.89,0.42,0.07,0
12,507,0.74,1,0.6,1,0,0.24,0.89,0.67,7.83,0.78,0.81,1
11,292,0.18,1,0.6,0,1,-0.01,0.83,0.48,1.69,0.46,0.94,1
1,60,0.17,0,0.31,1,0,0.117,0.4,0.42,2.24,0.26,0.17,0
15,316,0.64,1,0.67,3,4,0.178,0.32,0.69,6.72,0.82,0.93,1
6,258,0.71,0,0.56,3,3,-0.024,0.85,0.58,6.97,0.89,0.04,0
11,408,0.15,0,0.5,3,1,-0.002,0.3,0.79,6.48,0.44,0.02,1
9,181,0.33,0,0.41,3,0,0.202,0.68,0.26,4.59,0.57,0.19,1
14,443,0.4,1,0.79,3,3,0.041,0.98,0.93,3.39,0.48,0.86,0
15,22,0.49,0,0.52,2,0,-0.02,0.25,0.94,3.31,0.73,0.04,0
14,343,0.15,0,0.56,1,1,0.182,0.89,0.85,4.75,0.36,0.08,0
7,377,0.69,1,0.46,1,2,0.126,0.55,0.22,6.19,0.82,0.37,0
14,398,0.6,0,0.54,1,4,0.135,0.37,0.17,4.92,0.82,0.12,0
13,351,0.66,0,0.58,4,0,0.108,0.22,0.76,0.64,0.86,0.13,0
15,274,0.79,1,0.5,3,4,0.267,0.2,0.0,0.51,0.92,0.58,0
11,566,0.99,0,0.62,4,3,0.277,0.67,0.5,6.1,1.0,0.14,0
9,478,0.3,0,0.55,2,2,-0.069,0.06,0.81,6.09,0.55,0.14,0
6,129,0.85,0,0.44,2,1,0.056,0.31,0.14,3.55,1.0,0.07,0
9,341,0.86,1,0.71,4,4,0.157,0.91,0.65,0.24,1.0,0.82,1
4,94,0.58,1,0.64,0,0,0.025,0.87,0.93,2.04,0.87,0.92,1
6,270,0.68,0,0.54,5,5,0.083,0.18,0.77,1.82,0.85,0.01,0
7,457,0.85,0,0.54,5,1,0.195,0.36,0.69,4.79,0.93,0.06,0
5,158,0.76,1,0.63,1,2,0.127,0.5,0.81,4.02,0.92,0.96,1
13,433,0.32,0,0.46,4,5,0.273,0.08,0.18,1.19,0.55,0.08,0
4,516,0.09,0,0.34,3,1,-0.01,0.14,0.27,7.71,0.21,0.02,0
9,551,0.5,0,0.55,3,0,0.258,0.43,0.84,4.06,0.71,0.07,0
1,58,0.59,0,0.39,0,1,0.05,0.61,0.51,7.87,0.67,0.07,1
13,437,0.53,0,0.62,3,3,0.292,0.44,0.6,1.85,0.7,0.12,0
10,219,0.09,0,0.47,0,4,0.128,0.21,0.38,0.17,0.28,0.15,0
12,453,0.89,0,0.64,2,1,0.247,0.84,0.74,6.92,1.0,0.09,0
8,86,0.49,0,0.34,2,4,0.252,0.02,0.28,3.23,0.65,0.03,0
5,339,0.41,0,0.45,1,5,0.054,0.75,0.39,7.8,0.54,0.15,0
13,148,0.89,0,0.36,0,2,0.287,0.18,0.06,3.94,0.95,0.11,1
11,555,0.47,0,0.63,5,1,0.099,0.05,0.76,1.4,0.75,0.15,0
15,227,0.75,0,0.48,5,5,0.039,0.01,0.18,1.04,0.94,0.03,1
4,219,0.47,0,0.55,2,3,0.253,0.71,0.66,7.11,0.69,0.19,0
2,87,0.98,0,0.45,2,0,-0.021,0.98,0.58,5.99,1.0,0.11,0
4,94,0.28,0,0.48,0,1,0.276,0.56,0.83,7.34,0.28,0.15,1
12,419,0.12,0,0.52,0,2,0.1,0.41,0.61,7.08,0.34,0.18,0
9,118,0.66,0,0.45,5,4,0.141,0.66,0.15,7.6,0.66,0.03,0
8,521,0.6,1,0.56,2,5,0.171,0.99,0.21,5.2,0.87,0.93,1
10,535,0.7,0,0.53,3,1,-0.008,0.73,0.14,7.16,0.98,0.06,0
13,40,0.14,1,0.43,2,2,-0.051,0.51,0.54,2.46,0.41,0.41,1
5,312,0.14,0,0.35,2,4,0.005,0.75,0.04,1.72,0.29,0.13,1
2,388,0.47,0,0.39,0,0,0.017,0.24,0.59,6.15,0.49,0.19,0
2,33,0.69,0,0.38,1,0,0.039,0.32,0.69,1.63,0.95,0.15,0
5,72,0.95,1,0.6,3,3,0.234,0.92,0.61,0.7,1.0,0.74,1
7,133,0.74,0,0.5,1,4,0.097,0.79,0.55,0.7,0.75,0.19,1
1,544,0.74,0,0.34,0,0,-0.081,0.34,0.12,3.31,0.79,0.18,0
13,522,0.54,0,0.61,2,4,0.264,0.94,0.82,2.19,0.84,0.07,1
11,347,0.68,0,0.49,5,0,0.266,0.13,0.05,2.26,0.71,0.18,0
14,456,0.36,1,0.65,1,1,-0.034,0.75,0.87,2.36,0.4,0.78,0
14,184,0.7,0,0.39,1,3,0.199,0.02,0.14,6.6,0.72,0.03,0
1,452,0.22,0,0.42,0,1,0.089,0.05,0.51,6.87,0.31,0.03,0
5,103,0.41,1,0.47,2,2,-0.012,0.71,0.58,0.9,0.5,0.65,1
6,327,0.48,0,0.56,3,5,0.018,0.23,0.99,0.45,0.57,0.18,0
15,352,0.57,0,0.5,0,2,0.165,0.99,0.24,0.03,0.59,0.12,0
11,39,0.75,0,0.54,4,2,0.145,0.97,0.65,6.13,0.93,0.19,1
14,214,0.71,1,0.65,2,2,0.061,0.55,0.87,0.47,0.82,0.31,1
9,309,0.77,1,0.73,5,5,0.131,0.7,0.45,2.96,1.0,0.97,1
2,564,0.23,0,0.35,2,0,0.002,0.11,0.17,0.91,0.34,0.15,0
4,286,0.07,0,0.49,3,0,0.221,0.65,0.63,0.8,0.2,0.15,0
14,456,0.81,0,0.58,4,5,0.126,0.2,0.1,2.88,0.9,0.17,0
6,211,0.15,0,0.5,1,4,0.05,0.8,0.94,1.27,0.44,0.13,0
4,510,0.85,0,0.53,4,0,0.113,0.34,0.64,1.48,0.95,0.19,0
9,507,0.4,0,0.64,5,4,0.189,0.87,0.92,2.77,0.59,0.19,0
13,449,0.35,0,0.59,2,4,-0.044,0.53,0.51,0.58,0.38,0.19,0
8,484,0.67,0,0.69,3,5,0.149,0.61,0.84,5.95,0.95,0.13,1
6,87,0.84,0,0.57,5,5,0.086,0.79,0.81,6.94,1.0,0.15,1
10,283,0.58,1,0.69,4,4,0.267,0.83,0.69,4.13,0.69,0.45,0
4,119,0.98,0,0.27,0,1,0.144,0.23,0.02,4.36,1.0,0.04,0
5,17,0.52,0,0.37,4,3,0.115,0.44,0.07,3.33,0.63,0.1,0
4,65,0.37,0,0.35,2,3,0.289,0.89,0.02,4.12,0.46,0.03,0
15,408,0.13,0,0.57,5,0,0.132,0.33,0.52,6.85,0.41,0.05,1
8,129,0.34,0,0.53,2,2,-0.043,0.31,0.81,6.53,0.41,0.14,0
3,58,0.25,0,0.33,1,1,0.206,0.75,0.48,2.5,0.51,0.18,0
5,34,0.2,0,0.35,4,2,0.147,0.26,0.56,0.4,0.31,0.15,0
9,367,0.67,0,0.59,5,0,0.227,0.75,0.79,2.03,0.89,0.1,1
11,277,0.91,0,0.55,4,2,0.163,0.5,0.09,6.94,0.92,0.14,0
13,44,0.44,0,0.35,5,2,0.288,0.09,0.22,2.09,0.71,0.05,0
6,334,0.38,0,0.46,5,3,-0.024,0.63,0.12,2.12,0.63,0.09,0
9,62,0.76,0,0.54,4,1,-0.042,0.66,0.93,7.06,1.0,0.08,0
12,112,0.66,0,0.56,0,4,0.203,0.92,0.77,3.58,0.69,0.09,1
15,600,0.67,0,0.73,2,0,0.095,0.87,0.98,3.8,0.85,0.08,1
13,241,0.52,0,0.5,2,3,-0.002,0.5,0.65,0.46,0.57,0.04,1
13,557,0.93,0,0.54,1,1,-0.074,0.18,0.36,2.56,1.0,0.1,0
7,407,0.52,1,0.46,1,0,0.06,0.52,0.3,1.34,0.62,0.62,1
4,213,0.3,0,0.55,3,2,0.09,0.79,0.94,2.91,0.58,0.16,0
13,112,0.75,1,0.76,5,3,-0.047,0.41,0.85,7.64,0.84,0.88,0
12,494,0.11,0,0.43,0,4,-0.063,0.39,0.22,6.34,0.17,0.15,0
8,362,0.61,1,0.52,2,2,0.095,0.74,0.02,2.24,0.85,0.98,0
10,472,0.62,0,0.48,1,3,0.06,0.79,0.27,4.6,0.83,0.15,1
8,548,0.95,0,0.59,5,1,0.156,0.82,0.56,7.0,1.0,0.1,0
14,433,0.26,0,0.62,0,4,0.28,0.55,0.75,5.93,0.32,0.13,0
8,230,0.36,1,0.56,0,2,0.238,0.8,0.64,3.7,0.56,0.85,1
1,42,0.64,0,0.47,1,1,0.203,0.76,0.59,4.68,0.77,0.16,0
7,426,0.87,0,0.67,5,4,0.278,0.54,0.57,7.03,1.0,0.11,1
13,442,0.75,0,0.66,3,1,0.149,0.39,0.86,1.02,0.9,0.0,0
6,16,0.29,1,0.34,2,0,0.184,0.95,0.23,4.0,0.49,0.35,1
9,139,0.05,0,0.54,5,3,0.139,0.99,0.48,5.13,0.35,0.1,0
2,533,0.22,0,0.25,0,1,0.071,0.04,0.17,5.13,0.34,0.01,0
11,313,0.33,1,0.52,0,5,0.065,0.09,0.7,2.88,0.45,0.59,1
8,58,0.33,0,0.39,4,1,-0.021,0.57,0.2,7.75,0.4,0.05,0
3,409,0.9,0,0.48,3,2,0.13,0.37,0.44,7.05,0.92,0.04,0
5,61,0.7,0,0.47,3,0,0.189,0.93,0.3,1.23,0.9,0.09,0
6,150,0.61,0,0.49,5,4,0.229,0.9,0.11,4.83,0.73,0.09,0
15,122,0.74,0,0.42,0,3,0.128,0.47,0.38,5.35,0.75,0.03,0
12,445,0.34,0,0.43,4,1,-0.045,0.34,0.18,0.24,0.38,0.03,0
12,416,0.23,0,0.41,1,5,0.253,0.02,0.36,8.0,0.42,0.12,0
10,417,0.37,1,0.52,2,5,0.025,0.44,0.39,3.33,0.47,0.45,1
6,31,0.84,0,0.55,1,3,-0.041,0.93,0.81,2.97,1.0,0.01,0
12,106,0.32,0,0.33,0,3,-0.06,0.24,0.18,4.0,0.38,0.12,1
11,26,0.44,1,0.49,5,4,-0.055,0.57,0.22,6.75,0.61,0.48,1
11,112,0.26,0,0.55,3,4,0.283,0.05,0.96,5.68,0.39,0.1,1
10,107,0.19,0,0.57,3,4,0.215,0.34,0.96,4.33,0.43,0.02,0
10,354,0.25,0,0.48,1,4,0.081,0.95,0.23,5.95,0.48,0.15,0
9,8,0.87,0,0.4,0,2,0.167,0.81,0.16,7.26,0.95,0.15,0
5,313,0.17,1,0.59,2,1,0.277,0.81,0.93,0.27,0.17,0.69,1
3,199,0.94,0,0.39,3,0,0.146,0.3,0.17,0.75,1.0,0.13,0
15,503,0.26,0,0.54,0,5,0.151,0.11,0.88,0.56,0.47,0.04,1
10,474,0.59,0,0.64,3,5,0.18,0.99,0.46,0.39,0.64,0.14,1
6,397,0.54,0,0.42,3,1,0.096,0.27,0.39,6.69,0.62,0.05,0
7,203,0.73,0,0.59,5,0,0.222,0.83,0.93,7.29,0.73,0.15,0
4,50,0.61,0,0.39,1,1,0.251,0.03,0.67,6.3,0.65,0.13,0
8,173,0.64,0,0.44,3,1,0.102,0.19,0.27,0.99,0.7,0.17,0
3,554,0.74,0,0.47,3,3,0.15,0.24,0.38,7.0,0.84,0.09,0
12,308,0.56,0,0.69,3,2,0.188,0.98,0.75,1.07,0.69,0.12,0
13,166,0.89,1,0.62,5,4,0.204,0.21,0.4,0.88,0.92,0.63,1
8,112,0.25,0,0.52,1,4,-0.041,0.54,0.84,0.54,0.27,0.17,0
11,190,0.29,1,0.5,2,5,0.234,0.29,0.36,6.45,0.48,0.48,1
9,49,0.42,1,0.49,1,4,0.214,0.48,0.53,7.68,0.44,0.5,1
15,316,0.78,0,0.56,3,0,-0.042,0.39,0.76,0.28,1.0,0.12,0
3,112,0.98,0,0.47,0,1,0.266,0.8,0.5,3.99,1.0,0.19,1
4,25,0.2,0,0.31,1,1,0.281,0.8,0.46,0.48,0.37,0.1,1
5,108,0.72,1,0.49,5,3,0.135,0.1,0.22,2.99,0.76,0.79,1
13,271,0.78,0,0.51,5,0,0.022,0.08,0.17,2.2,1.0,0.03,1
14,338,0.34,0,0.6,5,4,0.201,0.02,0.68,6.05,0.42,0.0,0
9,100,0.89,0,0.61,1,3,0.094,0.58,0.74,1.85,1.0,0.13,0
11,408,0.06,0,0.53,3,1,-0.077,0.04,0.63,7.53,0.12,0.06,1
2,460,0.58,0,0.47,2,2,0.254,0.21,0.66,2.48,0.87,0.05,1
3,21,0.29,0,0.41,1,3,0.114,0.42,0.46,2.76,0.31,0.18,0
13,211,0.41,0,0.4,1,0,0.127,0.52,0.09,4.06,0.47,0.02,0
10,6,0.7,0,0.47,0,0,0.202,0.38,0.93,3.76,0.84,0.14,0
15,137,0.3,0,0.61,4,1,-0.064,0.97,0.78,2.24,0.42,0.1,1
3,276,0.65,1,0.56,3,2,0.29,0.67,0.68,3.93,0.84,0.64,0
12,173,0.62,0,0.59,1,1,-0.045,0.95,0.93,0.58,0.81,0.12,1
7,158,0.92,0,0.54,2,0,0.27,0.72,0.41,2.87,1.0,0.08,0
12,102,0.24,0,0.52,5,4,0.17,0.07,0.76,4.48,0.53,0.06,1
8,281,0.5,0,0.38,5,2,-0.077,0.15,0.11,1.17,0.51,0.06,0
7,61,0.29,0,0.41,0,5,-0.089,0.16,0.46,3.15,0.38,0.0,0
4,78,0.85,0,0.47,3,4,-0.016,0.28,0.38,6.35,1.0,0.1,0
3,317,0.78,0,0.5,2,1,0.093,0.31,0.69,1.41,0.83,0.1,0
13,113,0.18,0,0.5,1,3,0.29,0.16,0.83,4.67,0.4,0.09,0
11,522,0.12,0,0.56,0,3,0.183,0.12,0.85,2.78,0.21,0.0,0
8,197,0.19,0,0.44,3,4,0.285,0.52,0.03,6.81,0.43,0.01,0
7,203,0.65,0,0.57,4,5,0.068,0.32,0.93,0.2,0.88,0.07,1
8,518,0.45,0,0.5,3,3,-0.097,0.42,0.58,7.99,0.68,0.03,0
8,36,0.43,0,0.47,5,4,-0.071,0.81,0.54,2.65,0.66,0.03,0
4,379,0.67,0,0.53,4,0,0.025,0.54,0.57,3.32,0.69,0.07,0
5,54,0.37,0,0.45,2,2,0.216,0.75,0.95,5.86,0.38,0.15,0
1,597,0.35,0,0.42,1,0,0.132,0.96,0.5,2.7,0.4,0.1,0
14,505,0.1,1,0.66,3,4,0.2,0.4,0.66,0.35,0.13,0.77,1
14,100,0.29,0,0.59,3,2,0.255,0.86,0.59,6.82,0.44,0.11,0
15,379,0.99,0,0.53,4,5,-0.025,0.38,0.09,6.25,1.0,0.11,0
13,317,0.32,0,0.46,3,5,0.013,0.05,0.29,1.13,0.38,0.15,0
7,449,0.75,0,0.51,0,2,0.273,0.4,0.65,7.15,1.0,0.2,1
8,528,0.52,0,0.57,0,5,0.289,0.47,0.54,5.41,0.65,0.17,1
11,487,0.27,0,0.51,4,5,-0.089,0.46,0.5,5.7,0.41,0.04,0
10,442,0.64,1,0.68,2,3,0.236,0.8,0.81,0.85,0.9,0.76,1
12,564,0.56,0,0.68,4,3,0.125,0.83,0.84,5.51,0.62,0.08,1
5,387,0.49,0,0.62,2,5,0.225,0.72,0.79,1.58,0.66,0.13,0
10,485,0.66,1,0.61,2,3,-0.066,0.65,0.13,6.32,0.82,0.85,1
10,97,0.42,1,0.66,4,2,0.211,0.5,0.97,6.58,0.61,0.67,1
10,423,0.33,0,0.53,0,4,0.216,0.08,0.93,2.85,0.59,0.01,0
10,456,0.78,1,0.55,0,0,0.221,0.32,0.95,6.57,1.0,0.34,1
10,108,0.89,0,0.54,1,3,0.146,0.62,0.42,3.84,1.0,0.14,1
3,187,0.41,0,0.38,3,1,-0.074,0.41,0.52,2.44,0.47,0.1,1
1,50,0.46,0,0.31,1,0,0.069,0.12,0.37,3.38,0.63,0.06,0
1,79,0.2,0,0.34,0,1,0.174,0.29,0.88,3.05,0.45,0.1,1
7,407,0.38,0,0.47,2,1,-0.08,0.26,0.37,5.56,0.43,0.11,0
3,160,0.87,0,0.45,0,0,0.208,0.93,0.35,5.43,1.0,0.09,1
3,62,0.13,0,0.31,0,1,0.268,0.95,0.0,3.03,0.33,0.09,1
8,33,0.32,1,0.45,3,4,0.298,0.64,0.03,5.3,0.54,0.69,1
3,132,0.13,0,0.38,0,1,-0.006,0.27,0.7,4.06,0.26,0.12,0
11,103,0.44,1,0.69,4,5,-0.059,0.22,0.8,5.62,0.56,0.97,1
7,69,0.7,0,0.48,1,0,0.184,0.36,0.87,7.41,0.74,0.11,1
5,547,0.57,0,0.57,3,0,0.203,0.98,0.56,2.08,0.78,0.0,0
14,314,0.93,0,0.55,2,0,0.168,0.47,0.37,3.43,1.0,0.17,1
4,179,0.99,1,0.57,1,4,0.049,0.11,0.68,6.8,1.0,0.36,1
2,406,0.37,0,0.35,2,0,0.289,0.46,0.38,3.81,0.61,0.07,1
4,541,0.56,0,0.42,0,4,-0.093,0.34,0.51,3.16,0.84,0.12,0
1,282,0.17,0,0.32,0,1,0.134,0.77,0.16,1.82,0.47,0.09,0
8,195,0.23,0,0.49,4,3,0.27,0.73,0.7,7.69,0.26,0.02,0
6,599,0.99,0,0.56,1,1,-0.027,0.59,0.69,2.17,1.0,0.14,0
15,92,0.86,1,0.57,1,5,-0.049,0.05,0.59,6.62,1.0,0.49,1
4,579,0.21,0,0.49,2,4,-0.052,0.22,0.81,6.36,0.45,0.03,0
13,357,0.12,0,0.67,4,5,-0.085,0.41,0.81,3.62,0.17,0.11,1
4,535,0.73,0,0.33,1,1,0.293,0.15,0.06,7.13,0.86,0.01,0
13,388,0.6,0,0.58,0,3,0.191,0.79,0.48,5.23,0.69,0.12,0
12,594,0.96,0,0.42,0,0,0.191,0.14,0.09,7.91,1.0,0.04,1
8,99,0.42,0,0.3,1,3,-0.079,0.14,0.29,0.3,0.63,0.03,0
9,216,0.84,0,0.48,4,0,0.022,0.23,0.12,4.62,0.85,0.17,0
4,97,0.69,0,0.52,4,4,-0.033,0.05,0.82,0.64,0.9,0.03,0
3,546,0.48,0,0.42,1,0,0.021,0.85,0.51,5.36,0.62,0.15,0
8,474,0.64,0,0.66,5,3,0.25,0.74,0.61,3.7,0.72,0.07,0
10,72,0.23,0,0.41,2,0,-0.01,0.86,0.46,5.19,0.39,0.13,0
13,372,0.29,0,0.51,5,1,-0.018,0.26,0.18,5.74,0.57,0.19,0
1,543,0.55,0,0.37,0,1,-0.062,0.0,0.52,3.62,0.6,0.05,0
13,448,0.32,0,0.54,5,0,0.124,0.45,0.13,6.56,0.57,0.17,0
9,565,0.16,0,0.5,3,4,-0.01,0.19,0.28,4.19,0.29,0.0,0
13,442,0.19,0,0.61,4,4,0.248,0.48,0.78,2.28,0.48,0.02,1
14,358,0.69,1,0.64,2,4,-0.054,0.61,0.49,5.06,0.71,0.38,1
10,190,0.28,0,0.63,5,3,-0.074,0.8,0.62,0.92,0.29,0.16,0
5,172,0.97,0,0.48,3,3,-0.052,0.22,0.38,7.31,1.0,0.17,1
10,30,0.78,0,0.45,1,2,0.113,0.56,0.2,5.81,0.92,0.13,0
6,121,0.27,0,0.38,5,3,0.197,0.37,0.27,1.07,0.34,0.08,0
7,513,0.57,0,0.69,5,3,0.225,0.47,0.8,6.08,0.81,0.18,0
9,530,0.57,1,0.63,3,0,0.195,0.72,0.43,3.33,0.65,0.81,0
3,538,0.3,1,0.45,2,3,0.073,0.6,0.3,2.97,0.56,0.3,0
10,312,0.19,1,0.6,4,1,0.059,0.23,0.87,7.59,0.26,0.37,1
3,121,0.67,0,0.27,1,0,0.268,0.04,0.03,2.83,0.84,0.13,0
11,212,0.56,0,0.58,3,5,-0.081,0.55,0.43,4.65,0.76,0.19,0
7,282,0.98,0,0.57,4,2,0.278,0.03,0.97,5.96,1.0,0.16,0
15,504,0.28,0,0.56,0,4,0.214,0.3,0.46,2.35,0.29,0.04,0
7,233,0.83,0,0.53,3,5,-0.098,0.81,0.18,2.68,0.9,0.1,1
15,113,0.16,0,0.45,4,4,-0.072,0.03,0.7,0.59,0.33,0.02,0
9,94,0.3,0,0.43,5,4,0.068,0.05,0.33,1.12,0.6,0.12,0
12,466,0.43,1,0.64,2,5,0.006,0.26,0.64,6.39,0.58,0.65,1
14,215,0.97,0,0.44,1,1,-0.012,0.01,0.22,0.06,1.0,0.08,0
4,296,1.0,0,0.57,1,0,0.293,0.91,0.63,6.46,1.0,0.06,1
3,357,0.18,0,0.3,0,3,0.194,0.29,0.3,2.78,0.33,0.05,1
5,246,0.66,1,0.55,3,5,0.047,0.26,0.37,1.92,0.8,0.82,1
3,553,0.89,0,0.57,3,3,-0.086,0.61,0.31,7.25,0.98,0.12,1
3,394,0.15,0,0.48,0,2,-0.06,0.1,0.79,2.97,0.22,0.01,0
13,416,0.37,0,0.49,2,3,0.125,0.27,0.27,6.87,0.37,0.14,0
8,374,0.4,0,0.45,0,1,-0.002,0.02,0.98,6.04,0.67,0.04,0
11,96,0.39,0,0.3,1,4,0.187,0.27,0.02,1.18,0.53,0.03,0
4,266,0.22,0,0.5,1,2,0.286,1.0,0.67,4.38,0.23,0.09,1
2,250,0.96,0,0.43,0,2,0.181,0.23,0.49,5.1,1.0,0.01,1
